Date,Ascendant (As)_Degree,Ascendant (As)_NL,Jupiter (Ju)_Degree,Jupiter (Ju)_NL,Ketu (Ke)_Degree,Ketu (Ke)_NL,Mars (Ma)_Degree,Mars (Ma)_NL,Mercury (Me)_Degree,Mercury (Me)_NL,Moon (Mo)_Degree,Moon (Mo)_NL,Neptune (Ne)_Degree,Neptune (Ne)_NL,Rahu (Ra)_Degree,Rahu (Ra)_NL,Saturn (Sa)_Degree,Saturn (Sa)_NL,Sun (Su)_Degree,Sun (Su)_NL,True Ketu_Degree,True Ketu_NL,True Rahu_Degree,True Rahu_NL,Uranus (Ur)_Degree,Uranus (Ur)_NL,Venus (Ve)_Degree,Venus (Ve)_NL
1/1/2019,347.35,Mercury,227.70,Mercury,273.42,Sun,335.99,Saturn,240.13,Ketu,201.85,Jupiter,319.96,Rahu,93.42,Saturn,257.28,Venus,256.41,Venus,272.74,Sun,92.74,Jupiter,4.48,Ketu,209.64,Jupiter
2/1/2019,348.74,Mercury,227.91,Mercury,273.37,Sun,336.66,Saturn,241.60,Ketu,214.66,Saturn,319.98,Rahu,93.37,Saturn,257.40,Venus,257.43,Venus,272.70,Sun,92.70,Jupiter,4.48,Ketu,210.63,Jupiter
